Region,Area,Year,Month,Dwelling_Type,kwh_per_acc
Central Region,River Valley,2015,6,Private Apartments and Condominiums,794.1
Central Region,River Valley,2015,7,Landed Properties,1398.6
Central Region,River Valley,2015,7,Private Apartments and Condominiums,895.5
Central Region,River Valley,2015,8,Landed Properties,1510.1
Central Region,River Valley,2015,8,Private Apartments and Condominiums,867.9
Central Region,River Valley,2015,9,Landed Properties,1411.2
Central Region,River Valley,2015,9,Private Apartments and Condominiums,807.2
Central Region,River Valley,2015,10,Landed Properties,1465.9
Central Region,River Valley,2015,10,Private Apartments and Condominiums,822.9
Central Region,River Valley,2015,11,Landed Properties,1593.9
Central Region,River Valley,2015,11,Private Apartments and Condominiums,940.9
Central Region,River Valley,2015,12,Landed Properties,1479.9
Central Region,River Valley,2015,12,Private Apartments and Condominiums,858.9
Central Region,River Valley,2016,1,Landed Properties,1416.9
Central Region,River Valley,2016,1,Private Apartments and Condominiums,781.9
Central Region,River Valley,2016,2,Landed Properties,1353.5
Central Region,River Valley,2016,2,Private Apartments and Condominiums,726.6
Central Region,River Valley,2016,3,Landed Properties,1353.2
Central Region,River Valley,2016,3,Private Apartments and Condominiums,778.3
Central Region,River Valley,2016,4,Landed Properties,1488.7
Central Region,River Valley,2016,4,Private Apartments and Condominiums,901.4
Central Region,River Valley,2016,5,Landed Properties,1764.2
Central Region,River Valley,2016,5,Private Apartments and Condominiums,952.2
Central Region,River Valley,2016,6,Landed Properties,1605.0
Central Region,River Valley,2016,6,Private Apartments and Condominiums,896.5
Central Region,River Valley,2016,7,Landed Properties,1425.9
Central Region,River Valley,2016,7,Private Apartments and Condominiums,799.5
Central Region,River Valley,2016,8,Landed Properties,1502.7
Central Region,River Valley,2016,8,Private Apartments and Condominiums,825.4
Central Region,River Valley,2016,9,Landed Properties,1509.2
Central Region,River Valley,2016,9,Private Apartments and Condominiums,824.1
Central Region,River Valley,2016,10,Landed Properties,1456.0
Central Region,River Valley,2016,10,Private Apartments and Condominiums,821.9
Central Region,River Valley,2016,11,Landed Properties,1470.4
Central Region,River Valley,2016,11,Private Apartments and Condominiums,836.6
Central Region,River Valley,2016,12,Landed Properties,1506.7
Central Region,River Valley,2016,12,Private Apartments and Condominiums,800.5
Central Region,River Valley,2017,1,Landed Properties,1329.7
Central Region,River Valley,2017,1,Private Apartments and Condominiums,720.4
Central Region,River Valley,2017,2,Landed Properties,1366.6
Central Region,River Valley,2017,2,Private Apartments and Condominiums,716.5
Central Region,River Valley,2017,3,Landed Properties,1313.5
Central Region,River Valley,2017,3,Private Apartments and Condominiums,662.7
Central Region,River Valley,2017,4,Landed Properties,1307.4
Central Region,River Valley,2017,4,Private Apartments and Condominiums,708.1
Central Region,River Valley,2017,5,Landed Properties,1428.3
Central Region,River Valley,2017,5,Private Apartments and Condominiums,809.3
Central Region,River Valley,2017,6,Landed Properties,1428.1
Central Region,River Valley,2017,6,Private Apartments and Condominiums,781.7
Central Region,River Valley,2017,7,Landed Properties,1664.2
Central Region,River Valley,2017,7,Private Apartments and Condominiums,909.1
Central Region,River Valley,2017,8,Landed Properties,1452.4
Central Region,River Valley,2017,8,Private Apartments and Condominiums,775.4
Central Region,River Valley,2017,9,Landed Properties,1323.0
Central Region,River Valley,2017,9,Private Apartments and Condominiums,719.4
Central Region,River Valley,2017,10,Landed Properties,1340.5
Central Region,River Valley,2017,10,Private Apartments and Condominiums,706.0
Central Region,River Valley,2017,11,Landed Properties,1457.7
Central Region,River Valley,2017,11,Private Apartments and Condominiums,853.2
Central Region,River Valley,2017,12,Landed Properties,1457.4
Central Region,River Valley,2017,12,Private Apartments and Condominiums,795.7
Central Region,River Valley,2018,1,Landed Properties,1289.0
Central Region,River Valley,2018,1,Private Apartments and Condominiums,670.6
Central Region,River Valley,2018,2,Landed Properties,1366.1
Central Region,River Valley,2018,2,Private Apartments and Condominiums,699.9
Central Region,River Valley,2018,3,Landed Properties,1230.7
Central Region,River Valley,2018,3,Private Apartments and Condominiums,594.6
Central Region,River Valley,2018,4,Landed Properties,1327.7
Central Region,River Valley,2018,4,Private Apartments and Condominiums,692.8
Central Region,River Valley,2018,5,Landed Properties,1480.0
Central Region,River Valley,2018,5,Private Apartments and Condominiums,870.4
Central Region,River Valley,2018,6,Landed Properties,1478.4
Central Region,River Valley,2018,6,Private Apartments and Condominiums,798.6
Central Region,River Valley,2018,7,Landed Properties,1383.6
Central Region,River Valley,2018,7,Private Apartments and Condominiums,824.9
Central Region,River Valley,2018,8,Landed Properties,1449.4
Central Region,River Valley,2018,8,Private Apartments and Condominiums,749.5
Central Region,River Valley,2018,9,Landed Properties,1496.6
Central Region,River Valley,2018,9,Private Apartments and Condominiums,822.2
Central Region,River Valley,2018,10,Landed Properties,1453.1
Central Region,River Valley,2018,10,Private Apartments and Condominiums,745.2
Central Region,River Valley,2018,11,Landed Properties,1343.6
Central Region,River Valley,2018,11,Private Apartments and Condominiums,778.0
Central Region,River Valley,2018,12,Landed Properties,1317.6
Central Region,River Valley,2018,12,Private Apartments and Condominiums,738.9
Central Region,River Valley,2019,1,Landed Properties,1333.7
Central Region,River Valley,2019,1,Private Apartments and Condominiums,702.6
Central Region,River Valley,2019,2,Landed Properties,1405.7
Central Region,River Valley,2019,2,Private Apartments and Condominiums,732.5
Central Region,River Valley,2019,3,Landed Properties,1436.1
Central Region,River Valley,2019,3,Private Apartments and Condominiums,789.8
Central Region,River Valley,2019,4,Landed Properties,1436.6
Central Region,River Valley,2019,4,Private Apartments and Condominiums,798.6
Central Region,River Valley,2019,5,Landed Properties,1541.9
Central Region,River Valley,2019,5,Private Apartments and Condominiums,881.7
Central Region,River Valley,2019,6,Landed Properties,1337.8
Central Region,River Valley,2019,6,Private Apartments and Condominiums,786.2
Central Region,River Valley,2019,7,Landed Properties,1327.9
Central Region,River Valley,2019,7,Private Apartments and Condominiums,755.4
Central Region,River Valley,2019,8,Landed Properties,1424.9
Central Region,River Valley,2019,8,Private Apartments and Condominiums,792.7
Central Region,River Valley,2019,9,Landed Properties,1496.9
Central Region,River Valley,2019,9,Private Apartments and Condominiums,830.0
Central Region,River Valley,2019,10,Landed Properties,1443.7
Central Region,River Valley,2019,10,Private Apartments and Condominiums,785.8
Central Region,River Valley,2019,11,Landed Properties,1474.9
Central Region,River Valley,2019,11,Private Apartments and Condominiums,814.8
Central Region,River Valley,2019,12,Landed Properties,1481.0
Central Region,River Valley,2019,12,Private Apartments and Condominiums,792.6
Central Region,River Valley,2020,1,Landed Properties,1240.9
Central Region,River Valley,2020,1,Private Apartments and Condominiums,635.4
Central Region,River Valley,2020,2,Landed Properties,1417.7
Central Region,River Valley,2020,2,Private Apartments and Condominiums,700.6
Central Region,River Valley,2020,3,Landed Properties,1416.4
Central Region,River Valley,2020,3,Private Apartments and Condominiums,801.4
Central Region,River Valley,2020,4,Landed Properties,1524.2
Central Region,River Valley,2020,4,Private Apartments and Condominiums,803.6
Central Region,River Valley,2020,5,Landed Properties,1557.9
Central Region,River Valley,2020,5,Private Apartments and Condominiums,860.4
Central Region,River Valley,2020,6,Landed Properties,1486.0
Central Region,River Valley,2020,6,Private Apartments and Condominiums,820.0
Central Region,River Valley,2020,7,Landed Properties,1997.8
Central Region,River Valley,2020,7,Private Apartments and Condominiums,1315.9
Central Region,River Valley,2020,8,Landed Properties,1597.9
Central Region,River Valley,2020,8,Private Apartments and Condominiums,916.2
Central Region,River Valley,2020,9,Landed Properties,1393.6
Central Region,River Valley,2020,9,Private Apartments and Condominiums,799.4
Central Region,River Valley,2020,10,Landed Properties,1420.9
Central Region,River Valley,2020,10,Private Apartments and Condominiums,796.5
Central Region,River Valley,2020,11,Landed Properties,1414.6
Central Region,River Valley,2020,11,Private Apartments and Condominiums,817.1
Central Region,River Valley,2020,12,Landed Properties,1375.6
Central Region,River Valley,2020,12,Private Apartments and Condominiums,796.9
Central Region,River Valley,2021,1,Landed Properties,1336.9
Central Region,River Valley,2021,1,Private Apartments and Condominiums,790.1
Central Region,River Valley,2021,2,Landed Properties,1273.5
Central Region,River Valley,2021,2,Private Apartments and Condominiums,708.0
Central Region,River Valley,2021,3,Landed Properties,1199.9
Central Region,River Valley,2021,3,Private Apartments and Condominiums,652.7
Central Region,River Valley,2021,4,Landed Properties,1302.8
Central Region,River Valley,2021,4,Private Apartments and Condominiums,753.4
Central Region,River Valley,2021,5,Landed Properties,1572.0
Central Region,River Valley,2021,5,Private Apartments and Condominiums,955.2
Central Region,River Valley,2021,6,Landed Properties,1416.8
Central Region,River Valley,2021,6,Private Apartments and Condominiums,853.2
Central Region,River Valley,2021,7,Landed Properties,1532.5
Central Region,River Valley,2021,7,Private Apartments and Condominiums,954.4
Central Region,River Valley,2021,8,Landed Properties,1443.9
Central Region,River Valley,2021,8,Private Apartments and Condominiums,896.3
Central Region,River Valley,2021,9,Landed Properties,1319.3
Central Region,River Valley,2021,9,Private Apartments and Condominiums,753.9
Central Region,River Valley,2021,10,Landed Properties,1439.3
Central Region,River Valley,2021,10,Private Apartments and Condominiums,785.8
Central Region,River Valley,2021,11,Landed Properties,1515.0
Central Region,River Valley,2021,11,Private Apartments and Condominiums,810.1
Central Region,River Valley,2021,12,Landed Properties,1427.6
Central Region,River Valley,2021,12,Private Apartments and Condominiums,798.9
Central Region,River Valley,2022,1,Landed Properties,1330.1
Central Region,River Valley,2022,1,Private Apartments and Condominiums,722.3
Central Region,River Valley,2022,2,Landed Properties,1434.1
Central Region,River Valley,2022,2,Private Apartments and Condominiums,747.9
Central Region,River Valley,2022,3,Landed Properties,1263.5
Central Region,River Valley,2022,3,Private Apartments and Condominiums,730.5
Central Region,River Valley,2022,4,Landed Properties,1480.6
Central Region,River Valley,2022,4,Private Apartments and Condominiums,795.8
Central Region,River Valley,2022,5,Landed Properties,1557.4
Central Region,River Valley,2022,5,Private Apartments and Condominiums,902.8
Central Region,River Valley,2022,6,Landed Properties,1456.8
Central Region,River Valley,2022,6,Private Apartments and Condominiums,831.1
Central Region,River Valley,2022,7,Landed Properties,1385.1
Central Region,River Valley,2022,7,Private Apartments and Condominiums,802.1
Central Region,River Valley,2022,8,Landed Properties,1469.7
Central Region,River Valley,2022,8,Private Apartments and Condominiums,814.4
Central Region,River Valley,2022,9,Landed Properties,1468.9
Central Region,River Valley,2022,9,Private Apartments and Condominiums,780.3
Central Region,River Valley,2022,10,Landed Properties,1372.6
Central Region,River Valley,2022,10,Private Apartments and Condominiums,765.4
Central Region,River Valley,2022,11,Landed Properties,1392.8
Central Region,River Valley,2022,11,Private Apartments and Condominiums,764.1
Central Region,River Valley,2022,12,Landed Properties,1404.9
Central Region,River Valley,2022,12,Private Apartments and Condominiums,746.2
Central Region,River Valley,2023,1,Landed Properties,1243.6
Central Region,River Valley,2023,1,Private Apartments and Condominiums,667.0
Central Region,River Valley,2023,2,Landed Properties,1374.9
Central Region,River Valley,2023,2,Private Apartments and Condominiums,672.5
Central Region,River Valley,2023,3,Landed Properties,1220.9
Central Region,River Valley,2023,3,Private Apartments and Condominiums,640.3
Central Region,River Valley,2023,4,Landed Properties,1263.4
Central Region,River Valley,2023,4,Private Apartments and Condominiums,670.0
Central Region,River Valley,2023,5,Landed Properties,1593.7
Central Region,River Valley,2023,5,Private Apartments and Condominiums,833.6
Central Region,River Valley,2023,6,Landed Properties,1619.8
Central Region,River Valley,2023,6,Private Apartments and Condominiums,820.9
Central Region,Rochor,2010,1,1-room / 2-room,188.5
Central Region,Rochor,2010,1,Landed Properties,961.2
Central Region,Rochor,2010,1,Private Apartments and Condominiums,532.8
Central Region,Rochor,2010,2,1-room / 2-room,152.6
Central Region,Rochor,2010,2,Landed Properties,1017.8
Central Region,Rochor,2010,2,Private Apartments and Condominiums,558.3
Central Region,Rochor,2010,3,1-room / 2-room,159.8
Central Region,Rochor,2010,3,Landed Properties,1017.8
Central Region,Rochor,2010,3,Private Apartments and Condominiums,630.1
Central Region,Rochor,2010,4,1-room / 2-room,186.5
Central Region,Rochor,2010,4,Landed Properties,1084.6
Central Region,Rochor,2010,4,Private Apartments and Condominiums,657.1
Central Region,Rochor,2010,5,1-room / 2-room,186.1
Central Region,Rochor,2010,5,Landed Properties,1126.1
Central Region,Rochor,2010,5,Private Apartments and Condominiums,612.7
Central Region,Rochor,2010,6,1-room / 2-room,196.4
Central Region,Rochor,2010,6,Landed Properties,1097.7
Central Region,Rochor,2010,6,Private Apartments and Condominiums,684.2
Central Region,Rochor,2010,7,1-room / 2-room,192.6
Central Region,Rochor,2010,7,Landed Properties,1078.1
Central Region,Rochor,2010,7,Private Apartments and Condominiums,627.1
Central Region,Rochor,2010,8,1-room / 2-room,166.7
Central Region,Rochor,2010,8,Landed Properties,1140.2
Central Region,Rochor,2010,8,Private Apartments and Condominiums,582.7
Central Region,Rochor,2010,9,1-room / 2-room,175.3
Central Region,Rochor,2010,9,Landed Properties,1042.9
Central Region,Rochor,2010,9,Private Apartments and Condominiums,587.6
Central Region,Rochor,2010,10,1-room / 2-room,192.0
Central Region,Rochor,2010,10,Landed Properties,1094.9
Central Region,Rochor,2010,10,Private Apartments and Condominiums,615.3
Central Region,Rochor,2010,11,1-room / 2-room,210.329143461071
Central Region,Rochor,2010,11,Landed Properties,1149.40932198475
Central Region,Rochor,2010,11,Private Apartments and Condominiums,644.234476714761
Central Region,Rochor,2010,12,1-room / 2-room,230.40379503372
Central Region,Rochor,2010,12,Landed Properties,1206.68368128794
Central Region,Rochor,2010,12,Private Apartments and Condominiums,674.55126790128
Central Region,Rochor,2011,1,1-room / 2-room,186.8
Central Region,Rochor,2011,1,Landed Properties,984.6
Central Region,Rochor,2011,1,Private Apartments and Condominiums,507.0
Central Region,Rochor,2011,2,1-room / 2-room,143.5
Central Region,Rochor,2011,2,Landed Properties,894.8
Central Region,Rochor,2011,2,Private Apartments and Condominiums,502.6
Central Region,Rochor,2011,3,1-room / 2-room,150.5
Central Region,Rochor,2011,3,Landed Properties,1024.9
Central Region,Rochor,2011,3,Private Apartments and Condominiums,514.7
Central Region,Rochor,2011,4,1-room / 2-room,169.0
Central Region,Rochor,2011,4,Landed Properties,1053.9
Central Region,Rochor,2011,4,Private Apartments and Condominiums,583.4
Central Region,Rochor,2011,5,1-room / 2-room,177.7
Central Region,Rochor,2011,5,Landed Properties,1148.2
Central Region,Rochor,2011,5,Private Apartments and Condominiums,621.2
Central Region,Rochor,2011,6,1-room / 2-room,206.4
Central Region,Rochor,2011,6,Landed Properties,1255.9
Central Region,Rochor,2011,6,Private Apartments and Condominiums,692.1
Central Region,Rochor,2011,7,1-room / 2-room,195.4
Central Region,Rochor,2011,7,Landed Properties,1198.1
Central Region,Rochor,2011,7,Private Apartments and Condominiums,648.9
Central Region,Rochor,2011,8,1-room / 2-room,175.3
Central Region,Rochor,2011,8,Landed Properties,1191.8
Central Region,Rochor,2011,8,Private Apartments and Condominiums,674.1
Central Region,Rochor,2011,9,1-room / 2-room,200.2
Central Region,Rochor,2011,9,Landed Properties,1074.0
Central Region,Rochor,2011,9,Private Apartments and Condominiums,655.8
Central Region,Rochor,2011,10,1-room / 2-room,180.9
Central Region,Rochor,2011,10,Landed Properties,1175.4
Central Region,Rochor,2011,10,Private Apartments and Condominiums,629.8
Central Region,Rochor,2011,11,1-room / 2-room,174.7
Central Region,Rochor,2011,11,Landed Properties,1128.7
Central Region,Rochor,2011,11,Private Apartments and Condominiums,612.0
Central Region,Rochor,2011,12,1-room / 2-room,162.7
Central Region,Rochor,2011,12,Landed Properties,969.5
Central Region,Rochor,2011,12,Private Apartments and Condominiums,529.3
Central Region,Rochor,2012,1,1-room / 2-room,191.1
Central Region,Rochor,2012,1,Landed Properties,1041.0
Central Region,Rochor,2012,1,Private Apartments and Condominiums,478.0
Central Region,Rochor,2012,2,1-room / 2-room,154.9
Central Region,Rochor,2012,2,Landed Properties,933.0
Central Region,Rochor,2012,2,Private Apartments and Condominiums,530.3
Central Region,Rochor,2012,3,1-room / 2-room,173.1
Central Region,Rochor,2012,3,Landed Properties,964.9
Central Region,Rochor,2012,3,Private Apartments and Condominiums,563.4
Central Region,Rochor,2012,4,1-room / 2-room,186.4
Central Region,Rochor,2012,4,Landed Properties,1143.5
Central Region,Rochor,2012,4,Private Apartments and Condominiums,609.1
Central Region,Rochor,2012,5,1-room / 2-room,165.6
Central Region,Rochor,2012,5,Landed Properties,1046.1
Central Region,Rochor,2012,5,Private Apartments and Condominiums,614.0
Central Region,Rochor,2012,6,1-room / 2-room,217.0
Central Region,Rochor,2012,6,Landed Properties,1275.9
Central Region,Rochor,2012,6,Private Apartments and Condominiums,663.7
Central Region,Rochor,2012,7,1-room / 2-room,173.2
Central Region,Rochor,2012,7,Landed Properties,1138.8
Central Region,Rochor,2012,7,Private Apartments and Condominiums,615.5
Central Region,Rochor,2012,8,1-room / 2-room,189.4
Central Region,Rochor,2012,8,Landed Properties,1271.0
Central Region,Rochor,2012,8,Private Apartments and Condominiums,649.6
Central Region,Rochor,2012,9,1-room / 2-room,187.7
Central Region,Rochor,2012,9,Landed Properties,1168.7
Central Region,Rochor,2012,9,Private Apartments and Condominiums,622.1
Central Region,Rochor,2012,10,1-room / 2-room,178.3
Central Region,Rochor,2012,10,Landed Properties,1147.2
Central Region,Rochor,2012,10,Private Apartments and Condominiums,608.9
Central Region,Rochor,2012,11,1-room / 2-room,184.2
Central Region,Rochor,2012,11,Landed Properties,1234.7
Central Region,Rochor,2012,11,Private Apartments and Condominiums,645.9
Central Region,Rochor,2012,12,1-room / 2-room,172.9
Central Region,Rochor,2012,12,Landed Properties,1073.7
Central Region,Rochor,2012,12,Private Apartments and Condominiums,566.3
Central Region,Rochor,2013,1,1-room / 2-room,183.3
Central Region,Rochor,2013,1,Landed Properties,1133.8
Central Region,Rochor,2013,1,Private Apartments and Condominiums,524.8
Central Region,Rochor,2013,2,1-room / 2-room,150.2
Central Region,Rochor,2013,2,Landed Properties,1080.1
Central Region,Rochor,2013,2,Private Apartments and Condominiums,507.4
Central Region,Rochor,2013,3,1-room / 2-room,175.2
Central Region,Rochor,2013,3,Landed Properties,1070.6
Central Region,Rochor,2013,3,Private Apartments and Condominiums,546.0
Central Region,Rochor,2013,4,1-room / 2-room,189.2
Central Region,Rochor,2013,4,Landed Properties,1135.6
Central Region,Rochor,2013,4,Private Apartments and Condominiums,590.1
Central Region,Rochor,2013,5,1-room / 2-room,185.7
Central Region,Rochor,2013,5,Landed Properties,1250.4
Central Region,Rochor,2013,5,Private Apartments and Condominiums,671.8
Central Region,Rochor,2013,6,1-room / 2-room,216.6
Central Region,Rochor,2013,6,Landed Properties,1376.1
Central Region,Rochor,2013,6,Private Apartments and Condominiums,677.6
Central Region,Rochor,2013,7,1-room / 2-room,187.3
Central Region,Rochor,2013,7,Landed Properties,1230.3
Central Region,Rochor,2013,7,Private Apartments and Condominiums,639.6
Central Region,Rochor,2013,8,1-room / 2-room,214.5
Central Region,Rochor,2013,8,Landed Properties,1270.8
Central Region,Rochor,2013,8,Private Apartments and Condominiums,637.6
Central Region,Rochor,2013,9,1-room / 2-room,182.7
Central Region,Rochor,2013,9,Landed Properties,1159.4
Central Region,Rochor,2013,9,Private Apartments and Condominiums,569.4
Central Region,Rochor,2013,10,1-room / 2-room,177.7
Central Region,Rochor,2013,10,Landed Properties,1229.6
Central Region,Rochor,2013,10,Private Apartments and Condominiums,589.1
Central Region,Rochor,2013,11,1-room / 2-room,191.3
Central Region,Rochor,2013,11,Landed Properties,1289.3
Central Region,Rochor,2013,11,Private Apartments and Condominiums,655.3
Central Region,Rochor,2013,12,1-room / 2-room,185.6
Central Region,Rochor,2013,12,Landed Properties,1160.3
Central Region,Rochor,2013,12,Private Apartments and Condominiums,573.9
Central Region,Rochor,2014,1,1-room / 2-room,180.8
Central Region,Rochor,2014,1,Landed Properties,1125.9
Central Region,Rochor,2014,1,Private Apartments and Condominiums,505.9
Central Region,Rochor,2014,2,1-room / 2-room,155.1
Central Region,Rochor,2014,2,Landed Properties,1132.2
Central Region,Rochor,2014,2,Private Apartments and Condominiums,490.0
Central Region,Rochor,2014,3,1-room / 2-room,153.2
Central Region,Rochor,2014,3,Landed Properties,1053.1
Central Region,Rochor,2014,3,Private Apartments and Condominiums,516.6
Central Region,Rochor,2014,4,1-room / 2-room,179.9
Central Region,Rochor,2014,4,Landed Properties,1251.4
Central Region,Rochor,2014,4,Private Apartments and Condominiums,612.8
Central Region,Rochor,2014,5,1-room / 2-room,167.3
Central Region,Rochor,2014,5,Landed Properties,1255.1
Central Region,Rochor,2014,5,Private Apartments and Condominiums,656.5
Central Region,Rochor,2014,6,1-room / 2-room,224.0
Central Region,Rochor,2014,6,Landed Properties,1305.0
Central Region,Rochor,2014,6,Private Apartments and Condominiums,610.4
Central Region,Rochor,2014,7,1-room / 2-room,195.0
Central Region,Rochor,2014,7,Landed Properties,1214.5
Central Region,Rochor,2014,7,Private Apartments and Condominiums,600.9
Central Region,Rochor,2014,8,1-room / 2-room,189.0
Central Region,Rochor,2014,8,Landed Properties,1281.9
Central Region,Rochor,2014,8,Private Apartments and Condominiums,588.4
Central Region,Rochor,2014,9,1-room / 2-room,211.8
Central Region,Rochor,2014,9,Landed Properties,1395.6
Central Region,Rochor,2014,9,Private Apartments and Condominiums,593.3
Central Region,Rochor,2014,10,1-room / 2-room,176.7
Central Region,Rochor,2014,10,Landed Properties,1249.3
Central Region,Rochor,2014,10,Private Apartments and Condominiums,571.1
Central Region,Rochor,2014,11,1-room / 2-room,191.6
Central Region,Rochor,2014,11,Landed Properties,1287.6
Central Region,Rochor,2014,11,Private Apartments and Condominiums,610.7
Central Region,Rochor,2014,12,1-room / 2-room,174.5
Central Region,Rochor,2014,12,Landed Properties,1244.2
Central Region,Rochor,2014,12,Private Apartments and Condominiums,568.2
Central Region,Rochor,2015,1,1-room / 2-room,184.9
Central Region,Rochor,2015,1,Landed Properties,1125.7
Central Region,Rochor,2015,1,Private Apartments and Condominiums,458.6
Central Region,Rochor,2015,2,1-room / 2-room,145.1
Central Region,Rochor,2015,2,Landed Properties,1116.9
Central Region,Rochor,2015,2,Private Apartments and Condominiums,463.7
Central Region,Rochor,2015,3,1-room / 2-room,150.0
Central Region,Rochor,2015,3,Landed Properties,1135.2
Central Region,Rochor,2015,3,Private Apartments and Condominiums,514.9
Central Region,Rochor,2015,4,1-room / 2-room,191.0
Central Region,Rochor,2015,4,Landed Properties,1299.4
Central Region,Rochor,2015,4,Private Apartments and Condominiums,549.1
Central Region,Rochor,2015,5,1-room / 2-room,181.5
Central Region,Rochor,2015,5,Landed Properties,1299.1
Central Region,Rochor,2015,5,Private Apartments and Condominiums,603.9
Central Region,Rochor,2015,6,1-room / 2-room,223.3
Central Region,Rochor,2015,6,Landed Properties,1394.9
Central Region,Rochor,2015,6,Private Apartments and Condominiums,603.7
Central Region,Rochor,2015,7,1-room / 2-room,192.8
Central Region,Rochor,2015,7,Landed Properties,1394.2
Central Region,Rochor,2015,7,Private Apartments and Condominiums,628.2
Central Region,Rochor,2015,8,1-room / 2-room,198.0
Central Region,Rochor,2015,8,Landed Properties,1461.3
Central Region,Rochor,2015,8,Private Apartments and Condominiums,667.5
Central Region,Rochor,2015,9,1-room / 2-room,180.7
Central Region,Rochor,2015,9,Landed Properties,1358.3
Central Region,Rochor,2015,9,Private Apartments and Condominiums,624.2
Central Region,Rochor,2015,10,1-room / 2-room,209.1
Central Region,Rochor,2015,10,Landed Properties,1371.7
Central Region,Rochor,2015,10,Private Apartments and Condominiums,639.3
Central Region,Rochor,2015,11,1-room / 2-room,205.2
Central Region,Rochor,2015,11,Landed Properties,1299.6
Central Region,Rochor,2015,11,Private Apartments and Condominiums,629.1
Central Region,Rochor,2015,12,1-room / 2-room,204.5
Central Region,Rochor,2015,12,Landed Properties,1184.4
Central Region,Rochor,2015,12,Private Apartments and Condominiums,607.3
Central Region,Rochor,2016,1,1-room / 2-room,218.8
Central Region,Rochor,2016,1,Landed Properties,1263.5
Central Region,Rochor,2016,1,Private Apartments and Condominiums,536.9
Central Region,Rochor,2016,2,1-room / 2-room,171.4
Central Region,Rochor,2016,2,Landed Properties,1289.7
Central Region,Rochor,2016,2,Private Apartments and Condominiums,575.1
Central Region,Rochor,2016,3,1-room / 2-room,172.7
Central Region,Rochor,2016,3,Landed Properties,1144.3
Central Region,Rochor,2016,3,Private Apartments and Condominiums,573.2
Central Region,Rochor,2016,4,1-room / 2-room,172.9
Central Region,Rochor,2016,4,5-room and Executive,560.7
Central Region,Rochor,2016,4,Landed Properties,1247.4
Central Region,Rochor,2016,4,Private Apartments and Condominiums,625.5
Central Region,Rochor,2016,5,1-room / 2-room,195.9
Central Region,Rochor,2016,5,5-room and Executive,543.3
Central Region,Rochor,2016,5,Landed Properties,1321.0
Central Region,Rochor,2016,5,Private Apartments and Condominiums,738.1
Central Region,Rochor,2016,6,1-room / 2-room,243.5
Central Region,Rochor,2016,6,5-room and Executive,680.7
Central Region,Rochor,2016,6,Landed Properties,1491.2
Central Region,Rochor,2016,6,Private Apartments and Condominiums,724.9
Central Region,Rochor,2016,7,1-room / 2-room,234.2
Central Region,Rochor,2016,7,5-room and Executive,600.3
Central Region,Rochor,2016,7,Landed Properties,1471.4
Central Region,Rochor,2016,7,Private Apartments and Condominiums,593.5
Central Region,Rochor,2016,8,1-room / 2-room,196.0
Central Region,Rochor,2016,8,5-room and Executive,467.0
Central Region,Rochor,2016,8,Landed Properties,1522.0
Central Region,Rochor,2016,8,Private Apartments and Condominiums,639.7
Central Region,Rochor,2016,9,1-room / 2-room,224.4
Central Region,Rochor,2016,9,5-room and Executive,583.6
Central Region,Rochor,2016,9,Landed Properties,1534.3
Central Region,Rochor,2016,9,Private Apartments and Condominiums,613.6
Central Region,Rochor,2016,10,1-room / 2-room,219.7
Central Region,Rochor,2016,10,Landed Properties,1522.1
Central Region,Rochor,2016,10,Private Apartments and Condominiums,654.3
Central Region,Rochor,2016,11,1-room / 2-room,220.7
Central Region,Rochor,2016,11,Landed Properties,1480.3
Central Region,Rochor,2016,11,Private Apartments and Condominiums,634.0
Central Region,Rochor,2016,12,1-room / 2-room,192.3
Central Region,Rochor,2016,12,Landed Properties,1319.6
Central Region,Rochor,2016,12,Private Apartments and Condominiums,571.7
Central Region,Rochor,2017,1,1-room / 2-room,212.7
Central Region,Rochor,2017,1,5-room and Executive,532.2
Central Region,Rochor,2017,1,Landed Properties,1236.4
Central Region,Rochor,2017,1,Private Apartments and Condominiums,501.0
Central Region,Rochor,2017,2,1-room / 2-room,175.3
Central Region,Rochor,2017,2,5-room and Executive,411.9
Central Region,Rochor,2017,2,Landed Properties,1189.4
Central Region,Rochor,2017,2,Private Apartments and Condominiums,543.5
Central Region,Rochor,2017,3,1-room / 2-room,189.8
Central Region,Rochor,2017,3,5-room and Executive,465.0
Central Region,Rochor,2017,3,Landed Properties,1089.1
Central Region,Rochor,2017,3,Private Apartments and Condominiums,503.9
Central Region,Rochor,2017,4,1-room / 2-room,193.0
Central Region,Rochor,2017,4,5-room and Executive,488.5
Central Region,Rochor,2017,4,Landed Properties,1136.6
Central Region,Rochor,2017,4,Private Apartments and Condominiums,556.3
Central Region,Rochor,2017,5,1-room / 2-room,187.8
Central Region,Rochor,2017,5,5-room and Executive,475.2
Central Region,Rochor,2017,5,Landed Properties,1101.7
Central Region,Rochor,2017,5,Private Apartments and Condominiums,618.8
Central Region,Rochor,2017,6,1-room / 2-room,250.4
Central Region,Rochor,2017,6,5-room and Executive,599.3
Central Region,Rochor,2017,6,Landed Properties,1114.0
Central Region,Rochor,2017,6,Private Apartments and Condominiums,627.8
Central Region,Rochor,2017,7,1-room / 2-room,223.8
Central Region,Rochor,2017,7,5-room and Executive,540.4
Central Region,Rochor,2017,7,Landed Properties,1193.3
